prompt,visibility,aspect_ratio,magic_prompt
"high fashion editorial close-up photography, male professional fashion model wearing men's modern suit in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, male professional fashion model wearing men's two-piece suit in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, male professional fashion model wearing men's two-piece suit in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, male professional fashion model wearing men's cotton t-shirt in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, male professional fashion model wearing men's cotton t-shirt in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, male professional fashion model wearing men's gray t-shirt in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, male professional fashion model wearing men's gray t-shirt in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, male professional fashion model wearing men's oversized t-shirt in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, male professional fashion model wearing men's oversized t-shirt in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, male professional fashion model wearing men's chino pants in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, male professional fashion model wearing men's chino pants in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, male professional fashion model wearing men's high-waisted pants in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, male professional fashion model wearing men's high-waisted pants in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, male professional fashion model wearing men's smart pants in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, male professional fashion model wearing men's smart pants in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, male professional fashion model wearing men's straight leg pants in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, male professional fashion model wearing men's straight leg pants in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model holding women's cashmere blend scarf in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model holding women's cashmere blend scarf in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model holding women's leather belt in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model holding women's leather belt in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model holding women's wool blend scarf in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model holding women's wool blend scarf in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's leggings in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's leggings in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model holding women's chain bag in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model holding women's chain bag in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model holding women's leather crossbody bag in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model holding women's leather crossbody bag in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model holding women's shoulder bag in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model holding women's shoulder bag in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model holding women's structured handbag in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model holding women's structured handbag in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model holding women's structured tote bag in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model holding women's structured tote bag in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's checked blazer in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's checked blazer in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's cotton blazer in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's cotton blazer in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's cropped blazer in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's cropped blazer in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's oversized blazer in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's oversized blazer in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's tailored blazer in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's tailored blazer in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's chiffon dress in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's chiffon dress in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's floral print dress in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's floral print dress in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's midi wrap dress in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's midi wrap dress in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's sundress in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's sundress in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's tunic dress in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's tunic dress in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's high-waisted jeans in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's high-waisted jeans in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's long wide leg jeans in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's long wide leg jeans in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's mom jeans in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's mom jeans in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's slim fit jeans in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's slim fit jeans in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's wide leg jeans in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's wide leg jeans in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's cashmere sweater in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's cashmere sweater in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's cropped cardigan in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's cropped cardigan in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's hooded sweater in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's hooded sweater in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's knit cardigan in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's knit cardigan in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's knit pants in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's knit pants in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's merino wool sweater in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's merino wool sweater in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's oversized sweater in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's oversized sweater in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's ribbed knit sweater in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's ribbed knit sweater in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's solid sweater in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's solid sweater in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model holding women's cashmere blend scarf in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model holding women's cashmere blend scarf in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's cropped cardigan in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's cropped cardigan in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's high-waisted jeans in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's high-waisted jeans in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's knit cardigan in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's knit cardigan in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's knit midi skirt in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's knit midi skirt in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's knit pants in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's knit pants in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's leather ankle boots in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's leather ankle boots in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model holding women's leather belt in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model holding women's leather belt in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model holding women's leather crossbody bag in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model holding women's leather crossbody bag in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's leather loafers in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's leather loafers in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's midi wrap dress in black color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's midi wrap dress in black color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's oversized blazer in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial close-up photography, female professional fashion model wearing women's oversized blazer in beige color, close-up shot focusing on the product details, professional fashion photography, studio lighting, minimalist neutral background, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
"high fashion editorial photography, female professional fashion model wearing women's oversized denim shirt in beige color, professional fashion photography, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, Vogue magazine style, editorial style, no text, no logos, no watermarks, 5000K lighting temperature",private,4:5,off
